# English source | de-DE | fr-FR | es-ES | pt-BR | it-IT | nl-NL | pl-PL | tr-TR | ru-RU (no spaces around separators)
Telegram import failed|Telegram-Import fehlgeschlagen|Échec de l’import Telegram|Error de importación de Telegram|Falha na importação do Telegram|Importazione Telegram non riuscita|Telegram-import mislukt|Import Telegram nie powiódł się|Telegram içe aktarma başarısız|Импорт Telegram не выполнен
Telegram simulator|Telegram-Simulator|Simulateur Telegram|Simulador de Telegram|Simulador do Telegram|Simulatore Telegram|Telegram-simulator|Symulator Telegram|Telegram simülatörü|Симулятор Telegram
Terms and source code are available through the links above.|Bedingungen und Quellcode sind über die Links oben verfügbar.|Les conditions et le code source sont accessibles via les liens ci-dessus.|Las condiciones y el código fuente están disponibles en los enlaces anteriores.|Os termos e o código-fonte estão disponíveis nos links acima.|I termini e il codice sorgente sono disponibili tramite i link qui sopra.|Voorwaarden en broncode zijn beschikbaar via de links hierboven.|Warunki i kod źródłowy są dostępne pod powyższymi linkami.|Koşullara ve kaynak koduna yukarıdaki bağlantılardan ulaşabilirsiniz.|Условия и исходный код доступны по ссылкам выше.
Test selected channel|Gewählten Kanal testen|Tester le canal sélectionné|Probar canal seleccionado|Testar canal selecionado|Verifica canale selezionato|Geselecteerd kanaal testen|Testuj wybrany kanał|Seçili kanalı test et|Проверить выбранный канал
Test this optional connector using your CPaaS/enterprise provider’s tools.|Diesen optionalen Connector mit den Werkzeugen Ihres CPaaS-/Enterprise-Anbieters testen.|Testez ce connecteur optionnel avec les outils de votre fournisseur CPaaS/entreprise.|Pruebe este conector opcional con las herramientas de su proveedor CPaaS/empresarial.|Teste este conector opcional com as ferramentas do provedor CPaaS/empresarial.|Verifica questo connettore opzionale con gli strumenti del fornitore CPaaS/aziendale.|Test deze optionele connector met de tools van uw CPaaS-/enterpriseprovider.|Testuj opcjonalne połączenie narzędziami dostawcy CPaaS/enterprise.|Bu isteğe bağlı bağlantıyı CPaaS/kurumsal sağlayıcınızın araçlarıyla test edin.|Для этого optional connector проверка выполняется средствами выбранного CPaaS/enterprise-провайдера.
Testing & release|Prüfung und Veröffentlichung|Tests et publication|Pruebas y publicación|Testes e publicação|Test e rilascio|Testen en uitbrengen|Testowanie i wydawanie|Test ve yayımlama|Проверка и выпуск
Text|Text|Texte|Texto|Texto|Testo|Tekst|Tekst|Metin|Текст
The current block does not expect input.|Der aktuelle Block erwartet keine Eingabe.|Le bloc actuel n’attend pas de saisie.|El bloque actual no espera entrada.|O bloco atual não espera entrada.|Il blocco attuale non attende input.|Het huidige blok verwacht geen invoer.|Bieżący blok nie oczekuje danych.|Geçerli blok girdi beklemiyor.|Текущий блок не ожидает ввод.
The project file root must be a JSON object.|Die Projektdateiwurzel muss ein JSON-Objekt sein.|La racine du fichier projet doit être un objet JSON.|La raíz del proyecto debe ser un objeto JSON.|A raiz do projeto deve ser um objeto JSON.|La radice del progetto deve essere un oggetto JSON.|De projectbestandroot moet een JSON-object zijn.|Główny element projektu musi być obiektem JSON.|Proje dosyası kökü JSON nesnesi olmalıdır.|Корнем project-файла должен быть JSON-объект.
The project has no blocks.|Das Projekt enthält keine Blöcke.|Le projet ne contient aucun bloc.|El proyecto no tiene bloques.|O projeto não tem blocos.|Il progetto non ha blocchi.|Het project heeft geen blokken.|Projekt nie ma bloków.|Projede blok yok.|В проекте нет блоков.
The project passed all checks.|Das Projekt hat alle Prüfungen bestanden.|Le projet a réussi toutes les vérifications.|El proyecto superó todas las comprobaciones.|O projeto passou em todas as verificações.|Il progetto ha superato tutte le verifiche.|Het project heeft alle controles doorstaan.|Projekt przeszedł wszystkie kontrole.|Proje tüm denetimleri geçti.|Проект прошёл все проверки.
Timeout|Zeitlimit|Délai maximal|Tiempo de espera|Tempo limite|Tempo limite|Time-out|Limit czasu|Zaman aşımı|Таймаут
Title|Titel|Titre|Título|Título|Titolo|Titel|Tytuł|Başlık|Заголовок
Title field|Titelfeld|Champ du titre|Campo de título|Campo do título|Campo titolo|Titelveld|Pole tytułu|Başlık alanı|Поле заголовка
Token ENV|Token-ENV|ENV du jeton|ENV del token|ENV do token|ENV del token|Token-ENV|ENV tokenu|Token ENV|ENV токена
Token is valid|Token ist gültig|Jeton valide|Token válido|Token válido|Token valido|Token is geldig|Token jest poprawny|Token geçerli|Токен работает
Topic / Topic ID|Thema / Topic ID|Sujet / Topic ID|Tema / Topic ID|Tópico / Topic ID|Argomento / Topic ID|Onderwerp / Topic ID|Temat / Topic ID|Konu / Topic ID|Тема / Topic ID
Type|Type|Type|Type|Type|Type|Type|Type|Type|Тип
Undo|Rückgängig|Annuler|Deshacer|Desfazer|Annulla|Ongedaan maken|Cofnij|Geri al|Отменить
Unique path created. Append it to your deployed Worker/VPS HTTPS domain. TRIGRIX does not provision domains.|Eindeutiger Pfad erstellt. An die HTTPS-Domain Ihres Worker/VPS anhängen. TRIGRIX stellt keine Domains bereit.|Chemin unique créé. Ajoutez-le au domaine HTTPS de votre Worker/VPS déployé. TRIGRIX ne fournit pas de domaine.|Ruta única creada. Añádala al dominio HTTPS de su Worker/VPS desplegado. TRIGRIX no proporciona dominios.|Caminho único criado. Acrescente ao domínio HTTPS do Worker/VPS implantado. TRIGRIX não fornece domínios.|Percorso univoco creato. Aggiungilo al dominio HTTPS del Worker/VPS distribuito. TRIGRIX non fornisce domini.|Uniek pad gemaakt. Voeg het toe aan het HTTPS-domein van uw Worker/VPS. TRIGRIX levert geen domeinen.|Utworzono unikalną ścieżkę. Dodaj ją do domeny HTTPS wdrożonego Worker/VPS. TRIGRIX nie dostarcza domen.|Benzersiz yol oluşturuldu. Dağıtılmış Worker/VPS HTTPS alan adınıza ekleyin. TRIGRIX alan adı sağlamaz.|Создан уникальный path. Добавьте его к реальному HTTPS-домену Worker/VPS; TRIGRIX не создаёт несуществующий публичный домен.
Unknown block type: {type}|Unbekannter Blocktyp: {type}|Type de bloc inconnu : {type}|Tipo de bloque desconocido: {type}|Tipo de bloco desconhecido: {type}|Tipo di blocco sconosciuto: {type}|Onbekend bloktype: {type}|Nieznany typ bloku: {type}|Bilinmeyen blok türü: {type}|Неизвестный тип блока: {type}
Unknown channel {type}.|Unbekannter Kanal {type}.|Canal inconnu {type}.|Canal desconocido {type}.|Canal desconhecido {type}.|Canale sconosciuto {type}.|Onbekend kanaal {type}.|Nieznany kanał {type}.|Bilinmeyen kanal {type}.|Неизвестный канал {type}.
Unknown channel: {p1}|Unbekannter Kanal: {p1}|Canal inconnu : {p1}|Canal desconocido: {p1}|Canal desconhecido: {p1}|Canale sconosciuto: {p1}|Onbekend kanaal: {p1}|Nieznany kanał: {p1}|Bilinmeyen kanal: {p1}|Неизвестный канал: {p1}
Unknown CRM provider: {p1}|Unbekannter CRM-Anbieter: {p1}|Fournisseur CRM inconnu : {p1}|Proveedor CRM desconocido: {p1}|Provedor CRM desconhecido: {p1}|Fornitore CRM sconosciuto: {p1}|Onbekende CRM-provider: {p1}|Nieznany dostawca CRM: {p1}|Bilinmeyen CRM sağlayıcısı: {p1}|Неизвестный CRM provider: {p1}
Unsaved changes|Ungespeicherte Änderungen|Modifications non enregistrées|Cambios sin guardar|Alterações não salvas|Modifiche non salvate|Niet-opgeslagen wijzigingen|Niezapisane zmiany|Kaydedilmemiş değişiklikler|Несохранённые изменения
Unsupported locales: |Nicht unterstützte Sprachen: |Langues non prises en charge : |Idiomas no compatibles: |Idiomas não suportados: |Lingue non supportate: |Niet-ondersteunde talen: |Nieobsługiwane języki: |Desteklenmeyen diller: |Неподдерживаемые локали: 
Use Latin letters, digits and _. Start with a letter or _.|Lateinische Buchstaben, Ziffern und _; Beginn mit Buchstabe oder _.|Lettres latines, chiffres et _ ; commencez par une lettre ou _.|Letras latinas, dígitos y _; empiece con una letra o _.|Letras latinas, dígitos e _; comece com letra ou _.|Lettere latine, cifre e _; inizia con una lettera o _.|Latijnse letters, cijfers en _; begin met een letter of _.|Litery łacińskie, cyfry i _; zacznij od litery lub _.|Latin harfleri, rakamlar ve _ kullanın; harf veya _ ile başlayın.|Латинские буквы, цифры и _, начиная с буквы или _
User reply|Benutzerantwort|Réponse de l’utilisateur|Respuesta del usuario|Resposta do usuário|Risposta utente|Gebruikersantwoord|Odpowiedź użytkownika|Kullanıcı yanıtı|Ответ пользователя
User-facing messages are stored per language. Technical keys, ENV names and JSON fields stay unchanged.|Benutzernachrichten werden je Sprache gespeichert. Technische Schlüssel, ENV-Namen und JSON-Felder bleiben unverändert.|Les messages sont stockés par langue. Les clés techniques, noms ENV et champs JSON restent inchangés.|Los mensajes se guardan por idioma. Las claves técnicas, nombres ENV y campos JSON no cambian.|Mensagens são armazenadas por idioma. Chaves técnicas, nomes ENV e campos JSON não mudam.|I messaggi sono salvati per lingua. Chiavi tecniche, nomi ENV e campi JSON restano invariati.|Berichten worden per taal opgeslagen. Technische sleutels, ENV-namen en JSON-velden blijven gelijk.|Wiadomości są zapisywane dla każdego języka. Klucze techniczne, nazwy ENV i pola JSON pozostają bez zmian.|Mesajlar dil başına saklanır. Teknik anahtarlar, ENV adları ve JSON alanları değişmez.|Пользовательские сообщения хранятся отдельно для каждой локали. Технические ключи, ENV и JSON-поля не переводятся.
Username ENV|ENV für Benutzername|ENV du nom d’utilisateur|ENV del usuario|ENV do usuário|ENV del nome utente|ENV voor gebruikersnaam|ENV z nazwą użytkownika|Kullanıcı adı ENV|ENV с username
Validate|Prüfen|Valider|Validar|Validar|Convalida|Valideren|Sprawdź|Doğrula|Проверить
Validate project|Projekt prüfen|Vérifier le projet|Validar proyecto|Validar projeto|Verifica progetto|Project valideren|Sprawdź projekt|Projeyi doğrula|Проверить проект
Validation|Prüfung|Validation|Validación|Validação|Convalida|Validatie|Walidacja|Doğrulama|Проверка
Value|Wert|Valeur|Valor|Valor|Valore|Waarde|Wartość|Değer|Значение
Value (session)|Wert (Sitzung)|Valeur (session)|Valor (sesión)|Valor (sessão)|Valore (sessione)|Waarde (sessie)|Wartość (sesja)|Değer (oturum)|Значение (сессия)
Variable|Variable|Variable|Variable|Variável|Variabile|Variabele|Zmienna|Değişken|Переменная
Variables|Variablen|Variables|Variables|Variáveis|Variabili|Variabelen|Zmienne|Değişkenler|Переменные
Verified recipients|Bestätigte Empfänger|Destinataires vérifiés|Destinatarios verificados|Destinatários verificados|Destinatari verificati|Geverifieerde ontvangers|Zweryfikowani odbiorcy|Doğrulanmış alıcılar|Подтверждённые получатели
Version {version}|Version {version}|Version {version}|Versión {version}|Versão {version}|Versione {version}|Versie {version}|Wersja {version}|Sürüm {version}|Версия {version}
Version {version} is available. Open the release page, download the installer and close the app before installing.|Version {version} ist verfügbar. Öffnen Sie die Release-Seite, laden Sie das Installationsprogramm herunter und schließen Sie die App vor der Installation.|La version {version} est disponible. Ouvrez la page de publication, téléchargez l’installateur et fermez l’application avant l’installation.|La versión {version} está disponible. Abra la página de la versión, descargue el instalador y cierre la aplicación antes de instalar.|A versão {version} está disponível. Abra a página da versão, baixe o instalador e feche o aplicativo antes de instalar.|È disponibile la versione {version}. Apri la pagina della versione, scarica il programma di installazione e chiudi l’app prima di installare.|Versie {version} is beschikbaar. Open de releasepagina, download het installatieprogramma en sluit de app vóór installatie.|Dostępna jest wersja {version}. Otwórz stronę wydania, pobierz instalator i zamknij aplikację przed instalacją.|{version} sürümü mevcut. Sürüm sayfasını açın, yükleyiciyi indirin ve kurulumdan önce uygulamayı kapatın.|Доступна версия {version}. Откройте страницу релиза, скачайте установщик и закройте программу перед установкой.
Visual bot and script builder.|Visueller Bot- und Skript-Editor.|Création visuelle de bots et de scripts.|Creación visual de bots y scripts.|Criação visual de bots e scripts.|Creazione visuale di bot e script.|Visuele editor voor bots en scripts.|Wizualne tworzenie botów i skryptów.|Görsel bot ve betik oluşturucu.|Визуальное создание ботов и сценариев.
Webhook|Webhook|Webhook|Webhook|Webhook|Webhook|Webhook|Webhook|Webhook|Webhook
Webhook header secret|Geheimnis für Webhook-Header|Secret de l’en-tête webhook|Secreto de cabecera webhook|Segredo do cabeçalho webhook|Segreto dell’intestazione webhook|Geheim voor webhookheader|Sekret nagłówka webhook|Webhook başlığı gizli değeri|Секрет заголовка webhook
Webhook path|Webhook-Pfad|Chemin webhook|Ruta webhook|Caminho webhook|Percorso webhook|Webhookpad|Ścieżka webhook|Webhook yolu|Путь webhook
Webhook path {path} is duplicated.|Webhook-Pfad {path} ist doppelt.|Chemin webhook {path} dupliqué.|Ruta webhook {path} duplicada.|Caminho webhook {path} duplicado.|Percorso webhook {path} duplicato.|Webhookpad {path} is dubbel.|Ścieżka webhook {path} jest powtórzona.|Webhook yolu {path} yineleniyor.|Webhook path {path} используется несколько раз.
Webhook path: {p1}\nOne runtime can serve this channel alongside others.|Webhook-Pfad: {p1}\nEine Laufzeit kann diesen und weitere Kanäle bedienen.|Chemin webhook : {p1}\nUn runtime peut servir ce canal avec les autres.|Ruta webhook: {p1}\nUn entorno puede servir este canal junto con otros.|Caminho webhook: {p1}\nUm runtime pode atender este canal e outros.|Percorso webhook: {p1}\nUn runtime può gestire questo canale e gli altri.|Webhookpad: {p1}\nEén runtime kan dit kanaal samen met andere bedienen.|Ścieżka webhook: {p1}\nWspólne środowisko może obsługiwać ten i inne kanały.|Webhook yolu: {p1}\nTek çalışma ortamı bu kanalı diğerleriyle birlikte işleyebilir.|Webhook path: {p1}\nОдин общий runtime может обслуживать этот канал вместе с другими.
Website|Website|Site web|Sitio web|Site|Sito web|Website|Witryna|Web sitesi|Сайт
WhatsApp / Instagram / Messenger|WhatsApp / Instagram / Messenger|WhatsApp / Instagram / Messenger|WhatsApp / Instagram / Messenger|WhatsApp / Instagram / Messenger|WhatsApp / Instagram / Messenger|WhatsApp / Instagram / Messenger|WhatsApp / Instagram / Messenger|WhatsApp / Instagram / Messenger|WhatsApp / Instagram / Messenger
WhatsApp, Instagram, Messenger|WhatsApp, Instagram, Messenger|WhatsApp, Instagram, Messenger|WhatsApp, Instagram, Messenger|WhatsApp, Instagram, Messenger|WhatsApp, Instagram, Messenger|WhatsApp, Instagram, Messenger|WhatsApp, Instagram, Messenger|WhatsApp, Instagram, Messenger|WhatsApp, Instagram, Messenger
XLSX / CSV|XLSX / CSV|XLSX / CSV|XLSX / CSV|XLSX / CSV|XLSX / CSV|XLSX / CSV|XLSX / CSV|XLSX / CSV|XLSX / CSV
YAML: tabs are not allowed|YAML: Tabulatoren sind nicht erlaubt|YAML : tabulations interdites|YAML: no se permiten tabulaciones|YAML: tabulações não são permitidas|YAML: tabulazioni non ammesse|YAML: tabs zijn niet toegestaan|YAML: tabulatory są niedozwolone|YAML: sekmelere izin verilmez|YAML: табуляция недопустима
Yes|Ja|Oui|Sí|Sim|Sì|Ja|Tak|Evet|Да
Yes to all|Ja, alle|Oui pour tous|Sí a todo|Sim para todos|Sì a tutti|Ja op alles|Tak dla wszystkich|Tümü için evet|Да для всех
Your version is up to date.|Ihre Version ist aktuell.|Votre version est à jour.|Su versión está actualizada.|Sua versão está atualizada.|La versione è aggiornata.|Uw versie is bijgewerkt.|Twoja wersja jest aktualna.|Sürümünüz güncel.|Установлена актуальная версия.
ZIP archive (*.zip)|ZIP-Archiv (*.zip)|Archive ZIP (*.zip)|Archivo ZIP (*.zip)|Arquivo ZIP (*.zip)|Archivio ZIP (*.zip)|ZIP-archief (*.zip)|Archiwum ZIP (*.zip)|ZIP arşivi (*.zip)|ZIP-архив (*.zip)
{title} does not support buttons; text fallback will be exported.|{title} unterstützt keine Schaltflächen; Textfallback wird exportiert.|{title} ne gère pas les boutons ; un texte de remplacement sera exporté.|{title} no admite botones; se exportará texto alternativo.|{title} não suporta botões; será exportado texto alternativo.|{title} non supporta pulsanti; verrà esportato testo alternativo.|{title} ondersteunt geen knoppen; tekstalternatief wordt geëxporteerd.|{title} nie obsługuje przycisków; zostanie wyeksportowany tekst zastępczy.|{title} düğmeleri desteklemez; alternatif metin dışa aktarılır.|{title} не поддерживает кнопки: при экспорте будет использован текстовый fallback.
{title} may require a contract or paid provider.|{title} benötigt eventuell Vertrag oder kostenpflichtigen Anbieter.|{title} peut nécessiter un contrat ou fournisseur payant.|{title} puede requerir contrato o proveedor de pago.|{title} pode exigir contrato ou provedor pago.|{title} può richiedere un contratto o fornitore a pagamento.|{title} kan een contract of betaalde provider vereisen.|{title} może wymagać umowy lub płatnego dostawcy.|{title} sözleşme veya ücretli sağlayıcı gerektirebilir.|Для {title} может требоваться договор или платный провайдер.
ⓘ Hover over fields for help, or open the Knowledge Base with F1.|ⓘ Für Hilfe auf Felder zeigen oder die Wissensdatenbank mit F1 öffnen.|ⓘ Survolez les champs ou ouvrez la documentation avec F1.|ⓘ Pase el cursor por los campos o abra la base de conocimientos con F1.|ⓘ Passe o cursor pelos campos ou abra a base de conhecimento com F1.|ⓘ Passa sui campi o apri la guida con F1.|ⓘ Wijs velden aan voor hulp of open de kennisbank met F1.|ⓘ Najedź na pole lub otwórz bazę wiedzy klawiszem F1.|ⓘ Yardım için alanların üzerine gelin veya F1 ile bilgi tabanını açın.|ⓘ Наведите указатель на поле или откройте «Базу знаний» через меню Справка или F1.
✓ Current local build installed|✓ Aktuelle lokale Version installiert|✓ Version locale actuelle installée|✓ Compilación local actual instalada|✓ Compilação local atual instalada|✓ Build locale corrente installata|✓ Huidige lokale build geïnstalleerd|✓ Zainstalowano aktualną kompilację lokalną|✓ Güncel yerel derleme yüklü|✓ Установлена актуальная локальная сборка
✓ Integration settings saved|✓ Integrationseinstellungen gespeichert|✓ Paramètres d’intégration enregistrés|✓ Ajustes de integración guardados|✓ Configurações de integração salvas|✓ Impostazioni di integrazione salvate|✓ Integratie-instellingen opgeslagen|✓ Ustawienia integracji zapisane|✓ Entegrasyon ayarları kaydedildi|✓ Настройки интеграций сохранены
＋ Parameter|＋ Parameter|＋ Paramètre|＋ Parámetro|＋ Parâmetro|＋ Parametro|＋ Parameter|＋ Parametr|＋ Parametre|＋ Параметр
